product_name,JAN_18_quantity,JAN_18_amount,FEB_18_quantity,FEB_18_amount,MAR_18_quantity,MAR_18_amount,APRIL_18_quantity,APRIL_18_amount,MAY_18_quantity,MAY_18_amount,JUNE_18_quantity,JUNE_18_amount,JULY_18_quantity,JULY_18_amount,AUG_18_quantity,AUG_18_amount,SEP_18_quantity,SEP_18_amount,OCT_18_quantity,OCT_18_amount,NOV_18_quantity,NOV_18_amount,DEC_18_quantity,DEC_18_amount,JAN_19_quantity,JAN_19_amount,FEB_19_quantity,FEB_19_amount,MAR_19_quantity,MAR_19_amount,APRIL_19_quantity,APRIL_19_amount,MAY_19_quantity,MAY_19_amount,JUNE_19_quantity,JUNE_19_amount,JULY_19_quantity,JULY_19_amount,AUG_19_quantity,AUG_19_amount,SEP_19_quantity,SEP_19_amount,OCT_19_quantity,OCT_19_amount,NOV_19_quantity,NOV_19_amount,DEC_19_quantity,DEC_19_amount,JAN_20_quantity,JAN_20_amount,FEB_20_quantity,FEB_20_amount,MAR_20_quantity,MAR_20_amount,APRIL_20_quantity,APRIL_20_amount,MAY_20_quantity,MAY_20_amount,JUNE_20_quantity,JUNE_20_amount,JULY_20_quantity,JULY_20_amount,AUG_20_quantity,AUG_20_amount,SEP_20_quantity,SEP_20_amount,OCT_20_quantity,OCT_20_amount,NOV_20_quantity,NOV_20_amount,DEC_20_quantity,DEC_20_amount,JAN_21_quantity,JAN_21_amount,FEB_21_quantity,FEB_21_amount,MAR_21_quantity,MAR_21_amount,APRIL_21_quantity,APRIL_21_amount,MAY_21_quantity,MAY_21_amount,JUNE_21_quantity,JUNE_21_amount,JULY_21_quantity,JULY_21_amount,AUG_21_quantity,AUG_21_amount,SEP_21_quantity,SEP_21_amount,OCT_21_quantity,OCT_21_amount,NOV_21_quantity,NOV_21_amount,DEC_21_quantity,DEC_21_amount,JAN_22_quantity,JAN_22_amount,FEB_22_quantity,FEB_22_amount,MAR_22_quantity,MAR_22_amount,APRIL_22_quantity,APRIL_22_amount,MAY_22_quantity,MAY_22_amount,JUNE_22_quantity,JUNE_22_amount,JULY_22_quantity,JULY_22_amount,AUG_22_quantity,AUG_22_amount,SEP_22_quantity,SEP_22_amount,OCT_22_quantity,OCT_22_amount,NOV_22_quantity,NOV_22_amount,DEC_22_quantity,DEC_22_amount,JAN_23_quantity,JAN_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,APRIL_23_quantity,APRIL_23_amount,MAY_23_quantity,MAY_23_amount,JUNE_23_quantity,JUNE_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,NOV_23_quantity,NOV_23_amount,DEC_23_quantity,DEC_23_amount,JAN_24_quantity,JAN_24_amount,FEB_24_quantity,FEB_24_amount,MAR_24_quantity,MAR_24_amount,APRIL_24_quantity,APRIL_24_amount,MAY_24_quantity,MAY_24_amount,JUNE_24_quantity,JUNE_24_amount,total_quantity,total_amount,category
AA GARAM 50GM,8.0,234.0,8.0,240.0,7.0,218.0,7.0,239.0,30.0,871.5,21.0,480.0,9.0,274.0,11.0,342.0,11.0,307.0,7.5,206.25,4.0,100.0,11.0,325.0,4.0,115.0,21.0,480.0,0.0,0.0,3.0,114.99,3.0,115.0,3.0,90.0,9.0,310.0,12.0,423.0,6.0,210.0,8.0,275.0,6.0,211.0,11.0,325.0,4.0,115.0,1.0,30.0,8.0,241.12,12.5,414.25,5.5,205.32,8.5,290.19,12.5,430.5,14.0,493.5,10.0,294.4,3.0,90.0,9.0,252.0,10.0,296.7,4.0,115.0,1.0,30.0,6.0,180.84,8.0,265.12,4.5,167.985,8.5,290.19,11.0,378.89,11.0,341.99,19.0,559.36,2.0,60.0,7.0,193.0,9.0,267.0,8.0,234.0,23.0,690.0,22.0,685.08,9.0,307.26,24.0,697.2,11.0,342.0,13.0,395.72,18.0,559.62,17.5,488.425,22.0,502.92,9.5,237.5,13.5,398.93,4.0,115.0,1.0,30.0,0.0,0.0,4.0,110.0,8.0,306.64,7.0,210.0,12.0,413.28,14.0,493.5,11.1,388.5,12.0,412.56,9.0,316.53,8.5,297.5,5.0,174.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.6,21349.26,Spices
AA JEERA PO 50GM,8.0,205.0,9.0,232.0,6.0,156.0,13.0,336.0,22.0,565.62,14.0,350.0,6.0,153.0,3.0,75.0,4.0,95.0,5.5,137.5,1.0,25.0,2.0,45.0,2.0,50.0,14.0,350.0,2.0,80.0,6.0,150.0,6.0,150.0,5.0,140.0,7.0,240.0,4.0,160.0,11.0,438.0,11.0,440.0,6.0,233.0,2.0,45.0,2.0,50.0,4.0,103.0,7.0,175.0,18.5,459.73,8.5,204.0,14.5,374.825,10.5,360.05,6.0,240.0,0.0,0.0,3.0,75.0,5.0,130.0,5.0,130.0,2.0,50.0,4.0,103.0,5.0,125.0,14.0,347.9,7.5,180.0,14.5,374.825,9.0,308.57,3.0,75.0,0.0,0.0,2.0,50.0,3.0,78.0,4.0,104.0,8.0,205.0,24.0,618.72,21.0,546.0,15.0,387.75,16.0,411.36,3.0,75.0,10.0,255.0,10.0,250.0,10.5,249.375,15.0,375.0,0.0,0.0,4.5,101.25,2.0,50.0,4.0,103.0,0.0,0.0,3.0,75.0,11.0,275.0,9.0,252.0,10.0,342.9,6.0,240.0,16.1,641.102,15.0,600.0,9.0,349.47,4.5,180.0,2.0,80.0,3.0,207.0,2.0,80.0,3.0,139.0,14.0,672.0,4.89,220.05,576.99,16929.997,Spices
AA PANIPURI,3.0,114.0,10.0,382.0,5.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,154.0,6.0,232.0,2.0,78.0,5.5,214.5,2.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,228.0,10.0,381.1,4.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,232.02,15.0,570.0,9.0,343.0,2.0,77.0,0.0,0.0,3.0,114.0,25.0,955.0,20.0,760.0,0.0,0.0,0.0,0.0,6.0,232.0,8.0,308.0,13.0,502.71,8.5,331.5,0.0,0.0,7.5,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.5,7359.83,Instant Food
AA PEPPER PO 50G,3.0,116.0,3.0,117.0,3.0,120.0,3.0,120.0,9.0,270.0,2.0,60.0,5.0,142.0,1.0,30.0,1.0,30.0,0.0,0.0,4.0,120.0,1.0,30.0,2.0,60.0,2.0,60.0,1.0,55.0,6.0,150.0,6.0,150.0,0.0,0.0,4.0,230.0,1.0,56.0,4.0,220.0,5.0,285.0,3.0,170.0,1.0,30.0,2.0,60.0,0.0,0.0,5.0,195.0,8.5,331.5,8.5,204.0,4.5,180.0,7.5,431.25,3.0,168.0,2.0,80.0,0.0,0.0,4.0,140.0,4.0,154.68,2.0,60.0,0.0,0.0,3.0,117.0,4.0,156.0,7.5,180.0,4.5,180.0,6.0,345.0,1.0,30.0,11.0,440.0,0.0,0.0,2.0,70.0,3.0,116.0,3.0,116.0,18.0,702.0,18.0,720.0,5.0,200.0,3.0,90.0,1.0,30.0,9.0,255.6,8.0,240.0,7.5,225.0,3.0,90.0,9.5,285.0,3.5,105.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,275.0,0.0,0.0,7.0,402.5,3.0,168.0,9.1,500.5,9.0,513.0,6.0,340.02,4.5,247.5,2.0,110.0,7.0,395.0,1.0,55.0,1.0,55.0,0.0,0.0,0.0,0.0,314.1,12439.550000000001,Spices
AA SP 100GM,4.0,164.0,7.0,280.0,0.5,20.0,6.0,240.0,10.0,400.0,13.0,552.0,11.0,455.0,4.0,181.0,10.0,451.0,8.5,384.2,0.0,0.0,0.0,0.0,0.0,0.0,13.0,552.0,2.0,100.0,1.5,72.0,1.5,72.0,0.0,0.0,2.0,95.0,4.0,196.0,4.0,200.0,3.0,148.0,12.0,800.0,0.0,0.0,0.0,0.0,3.0,144.99,2.5,97.5,11.5,448.5,4.0,188.0,7.5,300.0,5.5,261.25,6.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,144.99,0.5,19.5,7.0,273.0,3.0,141.0,7.5,300.0,4.0,190.0,4.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,164.0,22.0,880.0,15.5,620.0,8.0,320.0,4.0,160.0,4.0,181.0,15.0,620.4,11.0,497.75,16.5,744.15,14.0,594.44,0.0,0.0,0.0,0.0,0.0,0.0,3.0,145.0,3.0,120.0,3.0,142.0,6.5,312.0,0.0,0.0,5.0,237.5,6.0,294.0,9.1,455.0,7.0,345.31,15.0,1000.05,9.5,477.755,1.0,50.0,0.0,0.0,2.0,100.0,1.0,75.0,12.0,492.0,5.89,235.6,388.99,17608.885,Spices
AA SP 50GM,2.0,46.0,3.0,68.0,7.0,154.0,3.0,59.0,14.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,6.0,132.0,1.0,25.0,3.0,71.0,6.0,140.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,23.0,8.0,168.0,8.5,158.7,0.0,0.0,4.5,88.515,9.5,209.0,3.0,75.0,3.0,105.0,4.0,144.0,7.0,252.0,9.0,268.92,0.0,0.0,1.0,23.0,6.0,126.0,4.0,74.68,0.0,0.0,4.5,88.515,8.0,176.0,0.0,0.0,12.0,420.0,3.0,108.0,5.0,180.0,8.0,239.0,2.0,46.0,18.0,408.06,22.0,484.0,5.0,98.35,8.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,144.0,9.0,198.0,3.0,75.0,8.1,191.727,10.0,233.3,4.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.1,6126.767000000001,Spices
AA TP 100GM,13.0,311.0,24.0,593.0,18.0,454.0,18.0,455.0,40.0,990.0,20.0,503.0,22.0,570.0,25.0,702.0,8.0,284.0,10.5,309.02,11.0,330.0,10.0,300.0,6.0,192.0,20.0,503.0,0.0,0.0,4.5,125.01,4.5,125.0,2.0,50.0,11.0,317.0,1.0,30.0,0.5,15.0,8.0,252.5,1.0,27.0,10.0,300.0,6.0,192.0,6.0,180.0,19.0,460.18,23.5,570.58,7.0,187.46,19.5,492.96,14.5,417.89,3.0,90.0,11.0,269.5,15.0,376.05,16.0,400.0,7.0,169.19,6.0,192.0,6.0,180.0,17.0,411.74,19.0,461.32,6.0,160.68,19.5,492.96,13.0,374.64,25.0,702.0,20.0,490.0,14.0,351.0,14.0,346.0,6.0,145.0,13.0,311.0,39.0,963.69,33.0,832.26,20.0,505.6,34.0,841.5,25.0,702.0,26.0,673.66,32.0,898.56,14.5,514.75,21.0,528.15,16.5,495.0,12.5,375.0,6.0,192.0,6.0,180.0,0.0,0.0,14.0,380.0,9.5,263.91,6.0,150.0,14.0,403.48,3.0,90.0,5.6,168.0,12.0,378.72,4.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,5.89,196.3137,974.49,26032.273699999994,Spices
AA TP 500GM,1.0,85.0,3.0,285.0,3.0,260.0,2.0,180.0,11.0,1008.37,1.0,90.0,4.0,416.0,1.0,110.0,1.0,110.0,5.5,605.0,1.0,110.0,0.0,0.0,1.0,100.0,1.0,90.0,1.0,150.0,2.0,235.0,2.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,324.0,5.0,428.35,7.5,667.5,4.5,524.25,3.5,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,255.0,3.0,255.0,1.0,100.0,3.0,324.0,3.0,257.01,3.0,267.0,3.5,407.75,3.5,315.0,0.0,0.0,1.0,110.0,0.0,0.0,0.0,0.0,1.0,85.0,2.0,170.0,1.0,85.0,18.0,1710.0,18.0,1560.06,4.0,360.0,5.0,458.35,1.0,110.0,8.0,832.0,8.0,880.0,7.5,825.0,2.0,180.0,6.5,715.0,0.0,0.0,1.0,100.0,3.0,330.0,0.0,0.0,0.0,0.0,7.0,822.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,550.0,0.0,0.0,7.5,765.0,0.0,0.0,1.0,120.0,1.0,150.0,1.0,120.0,0.0,0.0,0.0,0.0,198.5,19757.14,Spices
AASHIRVAD SALT,74.0,1474.0,29.0,599.0,45.0,920.0,55.0,1132.0,89.0,1987.37,84.0,1154.0,32.0,725.0,78.0,1732.0,90.0,1993.0,57.5,1231.08,48.0,1105.0,64.0,1582.0,54.0,1384.02,84.0,1154.0,16.0,382.0,43.0,1075.0,43.0,1075.0,18.0,461.0,20.0,484.0,25.0,650.0,20.0,524.0,25.0,672.0,5.0,135.0,64.0,1582.0,59.0,1512.17,56.0,1439.76,46.0,894.24,60.5,1184.59,45.5,1092.0,56.5,1162.77,23.5,568.7,27.0,702.0,34.0,595.68,25.0,493.75,59.0,1180.0,87.0,1697.37,59.0,1512.0,56.0,1439.76,44.0,855.36,56.0,1096.48,44.5,1068.0,56.5,1162.77,22.0,532.4,81.5,1810.115,43.0,753.36,24.0,474.0,57.0,1121.0,86.0,1678.0,74.0,1474.0,44.0,909.04,60.0,1226.4,57.0,1173.06,83.0,1853.39,78.0,1732.0,36.0,815.76,85.0,1887.85,96.5,2136.51,85.0,1167.9,53.5,1231.57,66.5,1643.88,59.0,1512.0,56.0,1440.0,21.0,567.0,33.0,847.0,48.0,1200.0,22.0,563.42,23.0,556.6,27.0,702.0,25.1,657.62,29.0,779.52,8.0,216.0,36.5,931.845,16.0,420.0,7.0,182.0,16.0,382.0,13.0,349.0,19.0,513.0,23.89,645.03,3671.99,80954.14000000001,Spices
ACT 10RS,22.0,218.0,23.0,227.7,20.0,200.0,11.0,110.0,35.0,349.65,17.0,170.0,28.0,300.0,16.0,165.0,9.0,105.0,18.5,182.6,8.0,80.0,41.0,410.0,20.0,200.0,17.0,170.0,13.0,130.0,8.0,80.0,8.0,80.0,17.0,170.0,8.0,80.0,5.0,50.0,11.0,110.0,6.0,60.0,2.0,20.0,41.0,410.0,20.0,200.0,9.0,90.0,21.0,189.0,16.5,148.5,10.5,94.5,12.5,125.0,11.5,115.0,7.0,70.0,3.0,30.0,17.0,170.0,18.0,180.0,32.0,318.08,20.0,200.0,9.0,90.0,19.0,171.0,12.0,108.0,9.5,85.5,12.5,125.0,10.0,100.0,16.0,164.96,12.0,120.0,16.0,160.0,16.0,159.0,31.0,308.2,22.0,218.0,38.0,376.2,35.0,350.0,13.0,130.0,29.0,289.71,16.0,165.0,32.0,342.72,23.0,237.13,15.5,180.885,18.0,180.0,13.5,135.0,43.5,435.0,20.0,200.0,9.0,90.0,0.0,0.0,8.0,80.0,13.0,130.0,21.0,210.0,11.0,110.0,7.0,70.0,16.1,161.0,10.0,100.0,5.0,50.0,20.5,205.0,16.0,160.0,18.0,180.0,13.0,130.0,11.0,110.0,13.0,130.0,0.0,0.0,1275.6,12755.334999999997,Instant Food
AKAR ROCK SALT,6.0,80.0,4.0,60.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,288.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,288.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,19.0,285.0,16.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,288.0,0.0,0.0,3.0,54.0,0.0,0.0,6.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,630.0,0.0,0.0,150.0,2508.0,Spices
AKAR TABLE SALT,5.0,80.0,15.0,258.0,13.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,226.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,193.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,30.0,516.0,28.0,480.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2057.1,Spices
AMRUTHAM OIL 1LR,2.0,390.0,1.0,195.0,1.0,210.0,5.0,1190.0,0.0,0.0,0.0,0.0,1.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,0.0,0.0,2.0,530.0,1.0,245.0,1.0,245.0,2.0,470.0,0.0,0.0,9.0,2205.0,0.0,0.0,6.0,1356.0,3.0,780.0,0.0,0.0,3.0,570.0,1.0,243.0,3.0,627.0,10.5,2488.5,3.5,854.0,6.5,1547.0,0.0,0.0,11.0,2695.0,3.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,1.0,243.0,1.0,209.0,6.0,1422.0,2.5,610.0,6.5,1547.0,0.0,0.0,0.0,0.0,12.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,390.0,16.0,3120.0,16.0,3360.0,7.0,1666.0,0.0,0.0,0.0,0.0,5.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,1.0,245.0,0.0,0.0,3.0,735.0,6.0,1470.0,6.0,1410.0,0.0,0.0,11.0,2695.0,0.0,0.0,10.0,2260.0,6.0,1560.0,15.5,3749.76,0.0,0.0,2.0,490.0,2.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,49757.26,Oils
ANANASFLOUR 10RS,0.05,64.0,8.0,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2545.2,1.17,1497.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,121.2,0.17,217.6,0.05,64.0,23.0,228.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.64,4817.39,Flour
ANIL RICE SEMIYA,1.0,25.0,2.0,52.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,87.5,5.0,90.0,6.0,108.0,5.0,98.75,0.0,0.0,0.0,0.0,3.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,245.0,4.0,72.0,4.0,70.0,4.0,79.0,1.0,25.0,17.0,442.0,18.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2024.25,Instant Food
ANIL SEMIYA 200M,7.0,126.0,2.0,39.5,1.0,18.0,5.0,100.0,22.0,431.42,16.0,319.5,16.0,305.0,17.0,338.0,13.0,260.0,14.5,320.31,8.0,178.0,8.0,184.0,12.0,275.04,16.0,319.5,10.0,228.0,4.0,88.0,4.0,88.0,6.0,132.0,3.0,66.0,2.0,44.0,2.0,44.0,5.0,110.0,3.0,66.0,8.0,184.0,12.0,275.04,12.0,276.0,3.0,51.0,10.5,199.5,6.5,136.5,6.5,130.0,6.5,143.0,4.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,275.0,12.0,276.0,1.0,17.0,6.0,114.0,5.5,115.5,6.5,130.0,5.0,110.0,17.0,337.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,126.0,17.0,335.75,16.0,288.0,7.0,140.0,16.0,313.76,17.0,338.0,20.0,381.2,24.0,477.12,19.5,390.0,17.0,339.49,13.5,300.38,10.5,241.5,12.0,275.0,12.0,276.0,0.0,0.0,1.0,22.0,9.0,198.0,10.0,220.0,6.0,132.0,4.0,88.0,7.1,156.2,9.0,198.0,6.0,132.0,10.5,232.365,6.0,144.0,4.0,88.0,10.0,228.0,11.0,273.0,0.0,0.0,4.89,112.47,637.49,13385.005000000001,Instant Food
ANIL SEMIYA 500G,9.0,397.0,10.0,458.0,6.0,271.0,16.0,723.0,21.0,966.0,19.0,912.0,15.0,722.0,15.0,720.0,12.0,576.0,15.5,852.5,11.0,599.0,12.0,654.0,3.0,161.01,19.0,912.0,17.0,1020.0,28.0,1540.0,28.0,1540.0,23.0,1332.0,11.0,627.0,22.0,1260.0,11.0,629.0,23.0,1391.0,17.0,969.0,12.0,654.0,3.0,161.01,10.0,550.0,7.0,309.19,21.5,950.09,30.5,1647.0,17.5,790.825,14.5,826.5,24.0,1374.48,5.0,213.75,10.0,432.2,9.0,387.0,7.0,301.0,3.0,161.0,10.0,550.0,5.0,220.85,17.0,751.23,29.5,1593.0,17.5,790.825,13.0,741.0,15.0,720.0,14.0,598.5,9.0,389.0,7.0,301.0,6.0,258.0,9.0,397.0,25.0,1145.0,21.0,948.57,18.0,813.42,15.0,690.0,15.0,720.0,19.0,914.47,22.0,1056.0,18.5,888.0,20.0,960.0,16.5,898.43,14.5,790.25,3.0,161.0,10.0,550.0,18.0,1080.0,9.0,496.0,33.0,1815.0,27.0,1563.57,14.0,798.0,24.0,1374.48,16.1,920.598,27.0,1632.96,20.0,1140.0,13.5,769.5,12.0,684.0,27.0,1539.0,17.0,1020.0,37.0,2220.0,24.0,1440.0,20.89,1253.4,1246.49,65581.608,Instant Food
ANILL APLAM B,1.0,50.0,0.0,0.0,4.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,234.0,0.0,0.0,1.0,50.0,0.0,0.0,19.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3408.0,Instant Food
APLA 60RS,10.0,410.0,18.0,814.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,135.0,3.0,144.0,15.0,651.45,0.0,0.0,0.0,0.0,4.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,1.0,48.0,14.0,608.0,10.0,410.0,33.0,1492.26,19.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,6277.71,Instant Food
