product_name,JAN_18_quantity,JAN_18_amount,FEB_18_quantity,FEB_18_amount,MAR_18_quantity,MAR_18_amount,APRIL_18_quantity,APRIL_18_amount,MAY_18_quantity,MAY_18_amount,JUNE_18_quantity,JUNE_18_amount,JULY_18_quantity,JULY_18_amount,AUG_18_quantity,AUG_18_amount,SEP_18_quantity,SEP_18_amount,OCT_18_quantity,OCT_18_amount,NOV_18_quantity,NOV_18_amount,DEC_18_quantity,DEC_18_amount,JAN_19_quantity,JAN_19_amount,FEB_19_quantity,FEB_19_amount,MAR_19_quantity,MAR_19_amount,APRIL_19_quantity,APRIL_19_amount,MAY_19_quantity,MAY_19_amount,JUNE_19_quantity,JUNE_19_amount,JULY_19_quantity,JULY_19_amount,AUG_19_quantity,AUG_19_amount,SEP_19_quantity,SEP_19_amount,OCT_19_quantity,OCT_19_amount,NOV_19_quantity,NOV_19_amount,DEC_19_quantity,DEC_19_amount,JAN_20_quantity,JAN_20_amount,FEB_20_quantity,FEB_20_amount,MAR_20_quantity,MAR_20_amount,APRIL_20_quantity,APRIL_20_amount,MAY_20_quantity,MAY_20_amount,JUNE_20_quantity,JUNE_20_amount,JULY_20_quantity,JULY_20_amount,AUG_20_quantity,AUG_20_amount,SEP_20_quantity,SEP_20_amount,OCT_20_quantity,OCT_20_amount,NOV_20_quantity,NOV_20_amount,DEC_20_quantity,DEC_20_amount,JAN_21_quantity,JAN_21_amount,FEB_21_quantity,FEB_21_amount,MAR_21_quantity,MAR_21_amount,APRIL_21_quantity,APRIL_21_amount,MAY_21_quantity,MAY_21_amount,JUNE_21_quantity,JUNE_21_amount,JULY_21_quantity,JULY_21_amount,AUG_21_quantity,AUG_21_amount,SEP_21_quantity,SEP_21_amount,OCT_21_quantity,OCT_21_amount,NOV_21_quantity,NOV_21_amount,DEC_21_quantity,DEC_21_amount,JAN_22_quantity,JAN_22_amount,FEB_22_quantity,FEB_22_amount,MAR_22_quantity,MAR_22_amount,APRIL_22_quantity,APRIL_22_amount,MAY_22_quantity,MAY_22_amount,JUNE_22_quantity,JUNE_22_amount,JULY_22_quantity,JULY_22_amount,AUG_22_quantity,AUG_22_amount,SEP_22_quantity,SEP_22_amount,OCT_22_quantity,OCT_22_amount,NOV_22_quantity,NOV_22_amount,DEC_22_quantity,DEC_22_amount,JAN_23_quantity,JAN_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,APRIL_23_quantity,APRIL_23_amount,MAY_23_quantity,MAY_23_amount,JUNE_23_quantity,JUNE_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,NOV_23_quantity,NOV_23_amount,DEC_23_quantity,DEC_23_amount,JAN_24_quantity,JAN_24_amount,FEB_24_quantity,FEB_24_amount,MAR_24_quantity,MAR_24_amount,APRIL_24_quantity,APRIL_24_amount,MAY_24_quantity,MAY_24_amount,JUNE_24_quantity,JUNE_24_amount,total_quantity,total_amount,category
MTR T POW 100G,2.0,60.0,2.0,60.0,7.0,208.0,3.0,86.0,10.0,300.0,3.0,86.0,4.0,122.0,11.0,330.0,3.0,90.0,5.5,165.0,3.0,90.0,1.0,30.0,9.0,270.0,3.0,86.0,13.0,418.0,21.5,649.085,21.5,649.0,8.5,261.0,4.0,124.0,31.0,954.0,25.0,762.0,23.0,736.0,19.0,602.0,1.0,30.0,9.0,270.0,1.0,30.0,8.0,229.68,8.5,235.2,24.0,700.56,4.5,129.015,7.5,232.5,33.0,1015.41,2.0,60.0,4.0,120.0,3.0,90.0,8.0,222.88,9.0,270.0,1.0,30.0,6.0,172.26,4.0,110.68,23.0,671.37,4.5,129.015,6.0,186.0,11.0,330.0,11.0,330.0,3.0,90.0,1.0,30.0,7.0,195.0,2.0,60.0,17.0,510.0,22.0,653.62,5.0,143.35,4.0,120.0,11.0,330.0,8.0,244.0,18.0,540.0,9.5,285.0,4.0,114.68,8.5,255.0,3.5,105.0,9.0,270.0,1.0,30.0,20.0,626.0,13.0,383.0,26.5,800.035,12.5,383.875,7.0,217.0,33.0,1015.41,30.1,917.448,27.0,864.0,22.0,696.96,34.5,1080.195,27.0,861.0,20.0,638.0,13.0,418.0,21.0,667.0,34.0,1088.0,22.89,716.457,918.99,28080.684999999998,Spices
MTR VANGIBATH 10,4.0,85.0,14.0,181.9,5.0,50.0,23.0,271.6,35.0,346.85,22.0,453.4,17.0,226.4,30.0,953.0,8.0,137.0,24.5,292.78,38.0,618.5,21.0,476.0,16.0,243.95,22.0,453.4,4.0,180.0,25.0,412.0,25.0,412.0,15.0,347.0,9.0,372.0,9.0,372.0,25.0,493.6,22.0,462.0,9.0,306.0,21.0,476.0,16.0,243.95,16.0,304.0,7.0,63.0,34.0,594.38,30.0,582.0,26.0,368.975,16.0,687.0,13.0,552.0,3.0,171.0,8.0,78.88,32.0,508.0,21.0,491.55,16.0,244.0,16.0,304.0,5.0,45.0,25.0,311.55,28.0,504.0,26.0,368.975,13.0,552.0,30.0,952.92,12.0,684.0,7.0,69.0,28.0,367.0,19.0,424.6,4.0,85.0,44.0,1181.08,20.0,200.0,27.0,401.4,29.0,287.39,30.0,953.0,25.0,534.2,44.0,1502.0,21.0,637.5,24.0,520.38,49.0,1057.52,19.5,234.0,16.0,244.0,16.0,304.0,31.0,504.0,2.0,136.0,35.0,812.0,23.0,666.72,15.0,642.0,13.0,552.0,35.2,948.592,30.0,822.0,15.0,576.0,7.5,591.0,21.0,450.0,13.0,222.0,4.0,180.0,8.0,228.0,23.0,1002.0,36.78,764.1,1571.48,35332.042,Spices
MUSTARD 100G,44.0,742.0,43.0,736.0,49.0,824.0,49.0,826.0,76.0,1342.16,55.0,991.0,47.0,846.0,65.0,1245.0,52.0,1040.0,61.5,1228.16,53.0,1064.0,38.0,760.0,59.0,1181.77,55.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,760.0,64.0,1281.92,39.0,781.95,50.0,791.0,54.5,864.37,0.0,0.0,50.5,851.43,0.0,0.0,0.0,0.0,23.0,358.57,34.0,548.08,65.0,1040.0,39.0,632.19,64.0,1282.0,39.0,781.95,48.0,759.36,50.0,793.0,0.0,0.0,50.5,851.43,0.0,0.0,68.5,1311.775,32.0,498.88,33.0,532.0,63.0,992.0,38.0,616.0,44.0,742.0,58.0,992.96,64.0,1076.48,51.0,859.86,70.0,1236.2,65.0,1245.0,51.0,918.0,72.0,1378.8,58.5,1170.0,56.0,1009.12,58.5,1174.68,40.5,810.0,64.0,1282.0,39.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.0,44822.09500000001,Spices
MUSTARD 250G,1.0,40.0,5.0,214.0,5.0,215.0,5.25,209.0,16.0,690.08,4.0,171.0,7.0,315.0,4.0,190.0,2.0,93.0,8.5,382.5,6.0,270.0,2.0,96.0,4.0,183.0,4.0,171.0,1.0,60.0,5.0,280.0,5.0,280.0,4.0,238.0,4.0,212.0,7.0,364.0,3.0,136.0,4.0,226.0,2.0,115.0,2.0,96.0,4.0,183.0,4.0,183.0,7.0,294.0,10.75,417.21,7.5,412.5,6.75,268.7175,7.5,397.5,9.0,468.0,5.0,200.0,5.0,196.25,0.0,0.0,0.0,0.0,4.0,183.0,4.0,183.0,5.0,210.0,6.25,242.56,6.5,357.5,6.75,268.7175,6.0,318.0,4.0,190.0,14.0,560.0,4.0,157.0,0.0,0.0,0.0,0.0,1.0,40.0,20.0,856.0,20.0,860.0,7.25,288.62,10.0,431.3,4.0,190.0,11.0,495.0,11.0,522.5,8.5,395.25,5.0,213.75,11.5,517.5,4.5,216.0,4.0,183.0,4.0,183.0,0.0,0.0,9.0,602.0,10.0,560.0,8.0,476.0,7.0,371.0,9.0,468.0,8.1,367.173,8.0,452.0,5.0,287.5,9.5,537.415,14.0,706.0,15.0,840.0,1.0,60.0,3.0,178.0,11.0,550.0,0.0,0.0,477.1,22783.543,Spices
MUSTERD LOOSE,0.25,30.0,2.75,345.0,1.8,248.5,0.5,77.5,9.0,1080.0,1.75,243.75,2.75,338.75,3.5,502.5,2.0,258.75,4.5,540.0,2.75,370.0,3.75,495.0,1.95,258.999,1.75,243.75,0.5,75.0,3.5,490.0,3.5,490.0,0.0,0.0,1.0,150.0,0.5,74.0,3.0,555.0,0.0,0.0,0.0,0.0,3.75,495.0,1.95,258.999,2.0,278.5,3.8,520.83,6.0,924.0,6.0,834.0,2.0,310.0,4.5,675.0,2.5,370.0,3.0,360.0,3.75,453.41,4.5,562.5,4.25,510.0,1.95,259.0,2.0,278.5,1.8,246.71,1.5,231.0,5.0,695.0,2.0,310.0,3.0,450.0,3.5,502.495,12.0,1440.0,2.75,332.5,2.5,311.25,3.25,390.0,0.25,30.0,17.75,2226.74,16.8,2319.41,2.5,387.5,3.0,360.0,3.5,502.5,6.75,831.465,10.5,1507.485,8.5,1099.73,2.75,383.05,8.25,1110.04,6.25,825.0,1.95,259.0,2.0,282.5,0.0,0.0,1.0,140.0,8.5,1190.0,0.0,0.0,4.0,600.0,2.5,370.0,8.1,1498.5,0.0,0.0,0.0,0.0,5.5,660.0,2.0,330.0,1.8,259.0,0.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,264.90000000000003,36112.113,Spices
MY SANDEL S,13.0,498.5,7.0,275.5,7.0,275.0,7.0,275.0,18.0,702.0,12.0,471.0,9.0,322.5,14.0,551.5,12.0,470.5,21.5,846.24,9.0,360.0,28.0,1148.0,13.0,530.53,12.0,471.0,9.0,375.0,3.0,125.49,3.0,125.5,10.0,409.5,6.0,249.0,17.0,705.5,9.0,373.5,6.0,247.5,18.0,747.5,28.0,1148.0,13.0,530.53,13.0,539.5,8.0,306.32,12.5,478.63,5.5,224.57,8.5,333.965,9.5,394.25,19.0,788.5,0.0,0.0,6.0,230.4,12.0,456.0,11.0,431.2,13.0,530.5,13.0,539.5,6.0,229.74,8.0,306.32,4.5,183.735,8.5,333.965,8.0,332.0,14.0,551.46,0.0,0.0,5.0,192.0,10.0,384.5,10.0,392.0,13.0,498.5,22.0,865.92,22.0,864.38,9.0,353.61,12.0,468.0,14.0,551.5,13.0,465.79,21.0,827.19,18.5,725.385,13.0,510.25,14.5,580.0,30.5,1250.5,13.0,530.5,13.0,539.5,13.0,540.5,9.0,373.5,8.0,334.64,14.0,573.3,9.0,373.5,19.0,788.5,14.1,585.15,10.0,412.5,21.0,872.13,9.5,394.25,13.0,539.5,20.0,829.5,9.0,375.0,12.0,497.0,19.0,790.59,15.89,660.7062,953.49,38364.636199999986,Toiletries
MY SANDLE B,2.0,125.0,1.0,63.0,3.0,189.0,5.0,314.0,16.0,1008.0,4.0,252.0,6.0,383.0,6.0,400.0,9.0,599.0,14.5,966.28,7.0,463.0,9.0,593.0,12.0,792.96,4.0,252.0,28.0,1900.0,12.0,794.04,12.0,794.0,3.0,200.5,9.0,606.0,3.0,198.0,19.0,1254.0,2.0,133.0,7.0,462.0,9.0,593.0,12.0,792.96,1.0,66.0,5.0,310.0,10.5,648.9,14.5,944.97,6.5,408.2,12.5,841.63,5.0,330.0,0.0,0.0,3.0,189.0,3.0,189.0,3.0,189.0,12.0,793.0,1.0,66.0,3.0,186.0,6.0,370.8,13.5,879.795,6.5,408.2,11.0,740.67,6.0,400.02,0.0,0.0,2.0,126.0,1.0,63.0,2.0,126.0,2.0,125.0,16.0,1008.0,18.0,1134.0,7.0,439.6,10.0,630.0,6.0,400.0,10.0,638.3,13.0,866.71,15.5,1031.68,5.0,315.0,12.5,826.75,11.5,757.74,12.0,793.0,1.0,66.0,5.0,335.0,6.0,396.0,17.0,1124.89,7.0,467.81,12.0,807.96,5.0,330.0,24.1,1590.6,6.0,399.0,10.0,660.0,4.5,297.0,13.0,883.0,5.0,336.0,28.0,1900.0,6.0,406.0,13.0,871.0,7.89,528.63,651.49,42768.59499999999,Toiletries
NANDINI 1LR,5.0,2155.0,4.0,1745.0,12.0,5235.0,14.0,6310.0,16.0,7380.0,11.0,5070.0,10.0,4600.0,18.0,8665.0,32.0,15781.0,36.5,19007.74,9.0,5145.0,6.0,3455.0,4.0,2300.0,11.0,5070.0,4.0,2490.0,10.0,5950.0,10.0,5950.0,4.0,2391.0,1.0,600.0,6.0,3630.0,4.0,2535.0,10.0,6380.0,2.0,1255.0,6.0,3455.0,4.0,2300.0,8.0,4624.0,13.0,5658.25,19.5,8769.35,12.5,7425.0,15.5,6986.005,4.5,2700.0,8.0,4840.0,9.0,3690.0,15.0,6278.55,7.0,3017.0,5.0,2137.5,4.0,2300.0,8.0,4624.0,11.0,4787.75,15.0,6745.65,11.5,6831.0,15.5,6986.005,3.0,1800.0,18.0,8665.02,18.0,7380.0,14.0,5860.0,5.0,2155.0,4.0,1710.0,5.0,2155.0,19.0,8288.75,27.0,11778.75,16.0,7211.36,10.0,4612.5,18.0,8665.0,14.0,6440.0,25.0,12034.75,38.5,18986.66,12.0,5530.92,14.5,8289.22,8.5,4894.56,4.0,2300.0,8.0,4640.0,1.0,620.0,2.0,1195.0,15.0,8925.0,8.0,4782.0,4.0,2400.0,8.0,4840.0,9.1,5767.125,14.0,8932.0,5.0,3137.5,9.5,6032.5,8.0,5020.0,13.0,8035.0,4.0,2490.0,3.0,1850.0,11.0,6820.0,3.89,2411.8,831.49,423910.21499999985,Oils
NANDINI 200ML,9.0,926.0,8.0,818.0,10.0,1034.0,3.0,318.0,12.0,1245.0,10.0,1052.0,5.0,525.0,12.0,1277.0,2.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1126.4,8.5,892.5,0.0,0.0,4.5,477.0,0.0,0.0,0.0,0.0,4.0,390.68,9.0,892.17,19.0,1957.0,18.0,1852.92,0.0,0.0,0.0,0.0,9.0,921.6,4.0,420.0,0.0,0.0,4.5,477.0,0.0,0.0,12.0,1277.04,13.0,1269.71,8.0,793.0,17.0,1750.0,17.0,1750.0,9.0,926.0,23.0,2351.75,25.0,2585.0,5.0,530.0,6.0,622.5,12.0,1277.0,9.0,945.0,19.0,2021.98,8.5,977.5,11.0,1157.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,38117.950000000004,Oils
NANDINI 500ML,12.0,2700.0,12.0,2680.0,13.0,2950.0,7.0,1675.0,21.0,5032.02,10.0,2385.0,20.0,4785.0,20.0,4830.0,13.0,3405.0,18.5,5106.0,12.0,3540.0,8.0,2360.0,6.0,1785.0,10.0,2385.0,5.0,1550.0,0.0,0.0,0.0,0.0,1.0,300.0,1.0,300.0,7.0,2106.0,7.0,2230.0,7.0,2235.0,2.0,635.0,8.0,2360.0,6.0,1785.0,5.0,1490.0,14.0,3162.88,12.5,2978.63,0.0,0.0,8.5,2033.965,4.5,1350.0,9.0,2707.74,11.0,2420.0,7.0,1551.69,11.0,2486.0,12.0,2695.68,6.0,1785.0,5.0,1490.0,12.0,2711.04,8.0,1906.32,0.0,0.0,8.5,2033.965,3.0,900.0,20.0,4830.0,20.0,4400.0,6.0,1330.0,9.0,2030.0,11.0,2471.0,12.0,2700.0,27.0,6029.91,28.0,6353.76,9.0,2153.61,15.0,3594.3,20.0,4830.0,24.0,5742.0,27.0,6520.5,19.5,5107.44,11.0,2623.5,17.5,5162.5,10.5,3097.5,6.0,1785.0,5.0,1500.0,6.0,1860.0,1.0,300.0,0.0,0.0,5.0,1500.0,4.0,1200.0,9.0,2707.74,12.1,3854.697,11.0,3512.19,5.0,1587.5,8.5,2712.945,2.0,640.0,4.0,1225.0,5.0,1550.0,6.0,1858.0,12.5,3875.0,8.89,2755.9,760.99,196221.922,Oils
NAVANE,4.5,315.0,6.5,455.0,10.5,765.0,6.25,487.5,11.25,900.0,5.5,440.0,6.0,492.5,1.0,80.0,1.82,145.6,7.7,616.0,6.75,541.25,2.0,160.0,6.0,480.0,5.5,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,6.0,480.0,1.0,80.0,11.5,826.39,11.75,904.75,0.0,0.0,7.75,604.5,0.0,0.0,0.0,0.0,6.0,420.0,5.2,365.87,13.05,900.45,6.0,462.0,6.0,480.0,1.0,80.0,9.5,682.67,7.25,558.25,0.0,0.0,7.75,604.5,0.0,0.0,1.0,80.0,15.0,1050.0,4.2,295.5,11.05,763.25,5.0,385.0,4.5,315.0,21.5,1505.0,25.5,1857.93,8.25,643.5,5.25,420.0,1.0,80.0,10.0,820.8,8.0,640.0,8.32,665.6,6.5,520.0,12.25,982.33,4.5,360.0,6.0,480.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.84,25871.140000000003,Lentils
NO 1 SONA,100.0,4700.0,0.0,0.0,38.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1858.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1824.0,3.5,168.0,20.0,960.0,46.0,2156.94,0.0,0.0,0.0,0.0,37.0,1763.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2256.0,2.5,120.0,18.0,864.0,45.0,2110.0,100.0,4700.0,0.0,0.0,53.0,2578.98,0.0,0.0,0.0,0.0,0.0,0.0,5.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,28185.079999999998,Rice
NOODELS PLAIN,75.0,2065.0,30.0,890.0,12.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1107.0,0.0,0.0,0.0,0.0,11.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1080.0,75.0,2065.0,45.0,1335.15,27.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,10408.15,Instant Food
NY THILL 100G,39.5,1081.0,2.0,54.0,1.0,28.0,1.0,28.0,11.0,322.63,7.0,198.0,3.0,85.0,10.0,300.0,5.0,150.0,7.5,225.0,0.0,0.0,6.0,180.0,14.0,406.98,7.0,198.0,0.0,0.0,1.0,35.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0,6.0,180.0,14.0,406.98,2.0,60.0,3.0,81.0,6.5,175.5,3.5,119.0,2.5,70.0,0.0,0.0,0.0,0.0,9.0,245.25,2.0,60.0,3.0,90.0,7.0,182.0,14.0,407.0,2.0,60.0,1.0,27.0,2.0,54.0,2.5,85.0,2.5,70.0,0.0,0.0,10.0,300.0,18.0,490.5,1.0,30.0,1.0,30.0,6.0,156.0,39.5,1081.0,17.0,459.0,16.0,448.0,3.0,84.0,5.0,146.65,10.0,300.0,7.0,198.31,17.0,510.0,11.5,345.0,8.0,226.32,0.0,0.0,8.5,255.0,14.0,407.0,2.0,60.0,0.0,0.0,0.0,0.0,6.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,230.75,0.0,0.0,0.0,0.0,8.5,245.055,13.0,461.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,4.89,176.04,435.49,12648.965,Spices
NY THILL 250G,9.0,538.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,385.0,0.0,0.0,2.0,130.0,17.0,1179.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,130.0,17.0,1179.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,538.0,17.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,292.5,17.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,8728.44,Spices
OLD SONA,825.2,34260.2,0.0,0.0,0.0,0.0,899.05,36391.0,981.25,39043.9375,953.25,37805.0,912.75,37509.0,525.2,21952.4,37.68,1576.56,8.5,391.0,31.25,1319.0,0.0,0.0,0.0,0.0,953.25,37805.0,1238.5,69346.0,457.0,21501.85,459.0,21594.0,1159.0,57117.0,424.0,21102.0,774.5,38956.5,587.25,30697.55,593.0,31817.0,848.5,45685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.55,35711.63,461.5,21252.08,900.55,36454.264,427.5,21276.68,779.5,39208.85,0.0,0.0,638.0,25717.78,461.0,18440.0,697.5,28702.13,0.0,0.0,0.0,0.0,0.0,0.0,900.05,35533.97,460.5,21206.025,900.55,36454.264,426.0,21201.54,528.7,22099.66,0.0,0.0,637.0,25674.6,459.0,18509.0,696.5,28663.0,825.2,34260.2,0.0,0.0,0.0,0.0,901.05,36474.5,975.25,38805.1975,525.2,21952.4,916.75,37669.2575,532.2,22245.96,44.18,1848.4912,954.25,37845.56,36.75,1551.22,0.0,0.0,0.0,0.0,0.0,0.0,431.25,24677.0,347.13,15944.29,464.0,21831.2,1163.0,57312.64,427.0,21251.79,776.5,39057.95,592.35,30962.1345,597.0,32029.05,851.5,45844.76,771.5,42617.66,692.35,38591.6,1448.6,81439.6,1238.5,69346.0,502.8,28536.6,369.85,20955.701,434.14,24841.4908,39764.83,1849867.723,Rice
P CHUTE 100ML,10.0,382.0,4.0,148.0,10.5,347.0,4.0,127.0,14.5,490.825,6.0,223.0,7.0,241.0,8.0,265.0,3.0,112.0,9.5,349.89,1.0,37.0,2.0,70.0,8.0,280.0,6.0,223.0,1.0,36.0,4.0,140.0,4.0,140.0,5.0,175.0,6.0,215.0,3.0,108.0,4.0,143.0,1.0,36.0,4.5,132.0,2.0,70.0,8.0,280.0,4.0,140.0,11.5,368.58,9.5,292.13,6.5,221.0,5.5,174.625,9.5,340.39,5.0,180.0,0.0,0.0,2.0,76.0,7.0,266.0,5.0,192.5,8.0,280.0,4.0,140.0,9.5,304.48,5.0,153.75,5.5,187.0,5.5,174.625,8.0,286.67,8.0,265.04,0.0,0.0,1.0,38.0,5.0,189.0,4.0,154.0,10.0,382.0,19.0,703.0,25.5,842.78,6.0,190.5,8.5,287.725,8.0,265.0,11.0,378.73,15.0,496.95,9.5,354.635,7.0,260.19,6.5,240.5,4.5,157.5,8.0,280.0,4.0,140.0,4.0,152.0,2.0,70.0,9.0,315.0,9.0,315.0,9.0,322.47,5.0,180.0,9.1,325.325,5.0,180.0,7.5,219.975,5.5,198.0,2.0,72.0,5.5,200.0,1.0,36.0,9.0,324.0,14.0,532.0,6.89,261.82,510.99,17877.605000000003,Oils
P CHUTE 200ML,9.0,755.0,5.0,450.0,3.0,254.0,6.0,503.0,14.0,1131.62,6.0,482.0,2.0,118.0,6.0,485.0,2.0,152.0,8.5,656.2,6.0,460.0,5.0,380.0,3.0,236.01,6.0,482.0,14.0,1090.0,4.0,300.0,4.0,300.0,4.0,331.0,4.0,321.0,4.0,300.0,4.0,297.0,11.0,841.0,7.0,548.0,5.0,380.0,3.0,236.01,6.0,454.98,5.0,418.35,11.5,952.55,6.5,481.0,7.5,628.725,7.5,601.88,6.0,450.0,0.0,0.0,6.0,506.4,6.0,504.0,6.0,504.0,3.0,236.0,6.0,454.98,3.0,251.01,7.0,579.81,5.5,407.0,7.5,628.725,6.0,481.5,6.0,484.98,0.0,0.0,5.0,422.0,4.0,337.0,5.0,420.0,9.0,755.0,20.0,1800.0,18.0,1524.06,8.0,670.64,8.0,646.64,6.0,485.0,6.0,354.0,13.0,1050.79,8.5,646.0,7.0,562.31,11.5,881.71,7.5,570.0,3.0,236.0,6.0,455.0,5.0,385.0,8.0,602.0,9.0,675.0,8.0,662.0,7.0,561.75,6.0,450.0,9.1,675.675,15.0,1146.75,10.0,782.9,10.5,819.0,7.0,548.0,9.0,699.0,14.0,1090.0,13.0,999.0,14.0,1078.0,7.89,607.53,555.49,44112.485,Oils
